sort,date_collected,date_observed,data_sheet,row,column,sub_reef,coral_id,site,type,code,count,cafi_size_mm,search_term,lowest_level,alt_size_mm,photo_type,photo_num,notes,worms_id,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
217,NA,10-Jun,209,1,8,A,FE-POC77,MRB,snail,COMO,1,15.3,Galeropsis monodonta,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
217,NA,10-Jun,209,1,8,A,FE-POC77,MRB,snail,COMO,1,19.5,Galeropsis monodonta,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
217,NA,10-Jun,209,1,8,A,FE-POC77,MRB,snail,COMO,1,19.4,Galeropsis monodonta,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
217,NA,10-Jun,209,1,8,A,FE-POC77,MRB,snail,COMO,1,17.4,Galeropsis monodonta,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
217,NA,10-Jun,209,1,8,A,FE-POC77,MRB,snail,COMO,1,22.6,Galeropsis monodonta,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
218,NA,10-Jun,209,1,8,A,FE-POC77,MRB,crab,TRTI,1,2.8,Trapezia tigrina,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,210186,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
219,NA,10-Jun,209,1,8,A,FE-POC77,MRB,crab,TRSE,1,10.3,Trapezia serenei,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
219,NA,10-Jun,209,1,8,A,FE-POC77,MRB,crab,TRSE,1,9.6,Trapezia serenei,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
219,NA,10-Jun,209,1,8,A,FE-POC77,MRB,crab,TRSE,1,5.3,Trapezia serenei,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
219,NA,10-Jun,209,1,8,A,FE-POC77,MRB,crab,TRSE,1,3.8,Trapezia serenei,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
219,NA,10-Jun,209,1,8,A,FE-POC77,MRB,crab,TRSE,1,3.7,Trapezia serenei,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
220,NA,10-Jun,209,1,8,A,FE-POC77,MRB,crab,TRAR,1,7.5,Trapezia areolata,species,,measure,FE-POC77,originally recorded as the nonexistent coral 1-8B; size from imageJ,443874,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia areolata
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,81.2,Dascyllus flavicaudus,species,67.9,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,70.5,Dascyllus flavicaudus,species,59.4,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,63.9,Dascyllus flavicaudus,species,53.8,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,21.9,Dascyllus flavicaudus,species,16.7,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,39.6,Dascyllus flavicaudus,species,30.7,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,41.7,Dascyllus flavicaudus,species,33.3,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,45.1,Dascyllus flavicaudus,species,36.8,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
184,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAFL,1,58.8,Dascyllus flavicaudus,species,46.3,measure,FE-POC78,size from imageJ,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
185,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,PAMO,1,24,Paragobiodon modestus,species,22.2,measure,FE-POC78,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
185,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,PAMO,1,23.6,Paragobiodon modestus,species,21.6,measure,FE-POC78,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
185,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,PAMO,1,17.9,Paragobiodon modestus,species,15.2,measure,FE-POC78,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
185,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,PAMO,1,15.7,Paragobiodon modestus,species,14.4,measure,FE-POC78,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
186,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,HATR,1,41.3,Halichoeres trimaculatus,species,37,measure,FE-POC78,size from imageJ,275804,Chordata,Vertebrata,Actinopteri,Teleostei,NA,NA,Eupercaria incertae sedis,NA,NA,NA,Labridae,NA,Halichoeres,Halichoeres trimaculatus
186,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,HATR,1,23.8,Halichoeres trimaculatus,species,21.8,measure,FE-POC78,size from imageJ,275804,Chordata,Vertebrata,Actinopteri,Teleostei,NA,NA,Eupercaria incertae sedis,NA,NA,NA,Labridae,NA,Halichoeres,Halichoeres trimaculatus
186,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,HATR,1,15.9,Halichoeres trimaculatus,species,14.4,measure,FE-POC78,size from imageJ,275804,Chordata,Vertebrata,Actinopteri,Teleostei,NA,NA,Eupercaria incertae sedis,NA,NA,NA,Labridae,NA,Halichoeres,Halichoeres trimaculatus
187,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,CAMA,1,38,Caracanthus maculatus,species,33.1,measure,FE-POC78,size from imageJ,220364,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Scorpaeniformes,Scorpaenoidei,NA,NA,Scorpaenidae,Caracanthinae,Caracanthus,Caracanthus maculatus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,30.5,Dascyllus aruanus,species,24.7,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,24.6,Dascyllus aruanus,species,20.1,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,16.7,Dascyllus aruanus,species,13.9,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,14.7,Dascyllus aruanus,species,12.5,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,14.1,Dascyllus aruanus,species,11.7,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,13.8,Dascyllus aruanus,species,11.4,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,64.7,Dascyllus aruanus,species,52.2,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
188,NA,10-Jun,208,1,9,A,FE-POC78,MRB,fish,DAAR,1,48.6,Dascyllus aruanus,species,37.1,measure,FE-POC78,size from imageJ,212843,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus aruanus
189,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRSE,1,13.5,Trapezia serenei,species,,measure,FE-POC78,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
189,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRSE,1,9.8,Trapezia serenei,species,,measure,FE-POC78,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
189,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRSE,1,6,Trapezia serenei,species,,measure,FE-POC78,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
189,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRSE,1,5.1,Trapezia serenei,species,,measure,FE-POC78,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
189,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRSE,1,4.1,Trapezia serenei,species,,measure,FE-POC78,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
190,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRGU,1,7.5,Trapezia guttata,species,,measure,FE-POC78,size from imageJ,210175,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia guttata
190,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRGU,1,8.7,Trapezia guttata,species,,measure,FE-POC78,size from imageJ,210175,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia guttata
191,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRTI,1,7.1,Trapezia tigrina,species,,measure,FE-POC78,size from imageJ,210186,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
191,NA,10-Jun,208,1,9,A,FE-POC78,MRB,crab,TRTI,1,4.8,Trapezia tigrina,species,,measure,FE-POC78,size from imageJ,210186,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,19.6,Harpiliopsis spinigera,species,,measure,FE-POC78,gravid; size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,19.8,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,13.8,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,14.7,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,15.3,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,11.6,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,18,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,15.3,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
192,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,HASP,1,13.6,Harpiliopsis spinigera,species,,measure,FE-POC78,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
193,NA,10-Jun,208,1,9,A,FE-POC78,MRB,shrimp,SYCH,1,12,Synalpheus charon,species,,measure,FE-POC78,size from imageJ,210494,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,3,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,5.3,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,3.8,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,3.7,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,4.8,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,3.4,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,3.7,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,4.7,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,4.3,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,6.3,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,5.6,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,5.7,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,7.9,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,6.4,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,6.7,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,6.8,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,7.2,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,9.1,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,7.3,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,8.4,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,7.7,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,9.3,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,9.5,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,10,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
194,NA,10-Jun,208,1,9,A,FE-POC78,MRB,snail,COMO,1,9.4,Galeropsis monodonta,species,,measure,FE-POC78,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
