obs,page_num,survey_round,date,row,column,resident_transient,location,code,count,cafi_size_mm,family,genus,species,notes,obs_numeric,date_numeric,resident_transient_numeric,location_numeric,code_numeric,count_numeric,family_numeric,genus_numeric,species_numeric,notes_numeric
AP,5.0,1.0,2019-12-09,4,8,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,8,transient,coral,HATR,1,10.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,8,transient,coral,HATR,1,10.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,block,ACTR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,block,ACTR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,sand,PABA,1,4.0,,,,"entered as stripe goatfish, single red stripe along body, dot on tail base; belived to be Parupeneus barberinus",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,block,NOTA,1,8.0,,Novaculichthys,taeniourus,"listed as ""elkhorn wrasse""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,CHCI,1,4.0,,,,"listed as ""butterfly""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,7.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,6.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,5.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,5.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,HATR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,block,STNI,1,3.0,,,,"listed as ""farmer""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,transient,block,HATR,1,9.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,block,redish_speckled_wrasse,1,2.0,,,,juvenile wrasse or parrot,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,block,redish_speckled_wrasse,1,2.0,,,,juvenile wrasse or parrot,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,0.5,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,0.5,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,0.5,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,0.5,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,0.5,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,0.5,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,7,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,ACPY,1,5.0,,,,"listed code is best guess; juvenile yellow surgeonfish; listed as ""yellow surgeon""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,block,HATR,1,5.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,block,HATR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,5.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,1,resident,coral,CAMA,1,5.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,block,HATR,1,5.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,block,HATR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,coral,DAAR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,block,STNI,1,3.0,,,,"listed as ""farmer""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,coral,NEAR,1,5.0,,,,"listed as ""flame""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,4,resident,sand,goby_no_stripe,1,4.0,,,,"listed as ""gobi""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHCI,1,4.0,,,,"listed as ""butterfly""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHCI,1,5.0,,,,"listed as ""butterfly""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,HATR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,3.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,CHVI,1,2.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,ACPY,1,4.0,,,,"listed code is best guess; juvenile yellow surgeonfish; listed as ""yellow surgeon""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,ACTR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,ACTR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,STNI,1,3.0,,,,"listed as ""farmer""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,block,STNI,1,2.0,,,,"listed as ""farmer""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,4,6,resident,coral,POPA,1,2.0,,,,listed as PAPO,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,POPA,1,3.0,,,,listed as PAPO,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,block,HATR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,block,HATR,1,3.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,block,HATR,1,1.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,sand,stripe_goby,1,5.0,,,,"listed as ""b. gobi""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,sand,stripe_goby,1,4.0,,,,"listed as ""b. gobi""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,sand,stripe_goby,1,3.0,,,,"listed as ""b. gobi""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,14,resident,coral,CHVI,1,1.0,,,,"listed as ""chromis""; could also have CHATs",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,12,transient,block,HATR,1,5.0,,,,,,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,12,resident,sand,goby_no_stripe,1,3.0,,,,"listed as ""gobi""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,12,resident,sand,goby_no_stripe,1,3.0,,,,"listed as ""gobi""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,12,resident,sand,goby_no_stripe,1,1.0,,,,"listed as ""gobi""",,,,,,1.0,,,,
AP,5.0,1.0,2019-12-09,1,12,resident,coral,tiny_cardinalfish,1,1.0,,,,"listed as ""tiny wrasse w/ stripe and dot near tail""; actually a larval cardinalfish",,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,transient,block,CHCI,1,10.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,transient,block,CHCI,1,11.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,transient,block,ACTR,1,12.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,transient,block,gray_surgeon,1,11.0,,,,grayish surgeon with purple highlights on fins,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,coral,DAFL,1,4.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,sand,stripe_goby,1,6.0,,,,,,,,,,1.0,,,,
AP,6.0,1.0,2019-12-09,1,9,resident,sand,stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
